date,text
2021-10-23 22:24:51,"Waiting for #Moderna to be available as my #booster. Turned 66 (a young one mind you) a few days ago, and have a lo… https://t.co/9YWWLUZSNB"
2021-10-23 22:22:10,"I would love to live in Sweden right now.
#moderna https://t.co/g88EnEfawR"
2021-10-23 22:18:37,"This will not due, make #AstraZeneca #Pfizer #Moderna Pharmaceutical Companies financially liable, or they won’t co… https://t.co/i5NqdVUdoc"
2021-10-23 22:15:02,I find it funny that the people who are the most upset about the profits #moderna #phizer and #johnsonandjohnson ha… https://t.co/xsuXxOniWl
2021-10-23 22:11:09,EUROPE IS FACING A NEW #COVID19 SITUATION AND THE @WHO HAS STILL NOT APPROVED #COVAXIN ! THE WORLD NEED THE VACCINE !!
2021-10-23 22:08:43,"Pfizer has power to 'silence' governments and 'maximize profits', consumer group alleges - ABC News ⁦@WHO⁩ ⁦… https://t.co/IaQi4WLw8L"
2021-10-23 22:07:50,What Can We Learn from the Meticulously Planned #SNAFU of #Covid_19? The #CDC doesn't seem to be alarmed by the dea… https://t.co/6Zh5zzzzE8
2021-10-23 22:02:19,"Glad to have @DollyParton’s mRNA #vaccine coursing thru my bloodstream rn, 7mo+ after my immune system got its firs… https://t.co/AFnDXNE00D"
2021-10-23 22:01:33,Got the Moderna booster today. Had the J &amp; J initially. It didn’t hurt at all!  No side effects yet. Will update if… https://t.co/PsuyzOfiP9
2021-10-23 22:00:05,Woof! 50% #Moderna booster dose is no joke. It was a fast food in bed laying on a heating blanket kind of day. 🥴😴 (10/10 still recommend)
2021-10-23 21:57:27,@StellaParton Just got my booster!! 💉💯💉 #Moderna
2021-10-23 21:52:15,Sweden pulls plug on the Moderna inoculation for people 30 and under. Turns out it's just too dangerous for those p… https://t.co/yoYzjNk003
2021-10-23 21:46:06,@SuchitraElla Don’t post any more of this self congratulatory tweets. There must be something wrong with #Covaxin o… https://t.co/HjMFiriHE8
2021-10-23 21:45:35,"A new investigation found that, since 2019, the lobbying efforts of #Pfizer and #Moderna have seen dramatic increas… https://t.co/6xp10IvICa"
2021-10-23 21:44:00,"#Vaccine, Vision &amp; Vishwas - Brains behind India’s #Covaxin. 
On Frankly Speaking with Navika Kumar, Bharat Biotech… https://t.co/WetJYIIw8X"
2021-10-23 21:40:46,Boom! Booster shot done! 👍🏼 #VaccinesSaveLives #VaccinesWork #BoosterShots #moderna #vaxxed #Booster #CVSHealth… https://t.co/B3IUkmHu6B
2021-10-23 21:37:39,"30% of yesterday's cases under  19 
These outstanding young Victorians #datagurus @covidbaseau leading by  example… https://t.co/NqXRm12YJm"
2021-10-23 21:36:50,Moderna vaccine shots to arrive in 2 weeks https://t.co/WTACWPZUKF #COVID-19 #Moderna #Vaccine
2021-10-23 21:36:29,"""All the negativity in the beginning HE (PM @narendramodi ) converted into opportunity"" : Founder, Bharat Biotech… https://t.co/01CckXK1tb"
2021-10-23 21:35:23,Do NOT get the #moderna vax! https://t.co/H5eqsPl9BC
2021-10-23 21:35:10,@Abhina_Prakash .@narendramodi @SuchitraElla travelled abroad after #COVAXIN and gave up fighting for WHO approval.… https://t.co/26yFb0zHRN
2021-10-23 21:33:13,@SuzannePhan #Moderna knew about the heart dangers before this push. #NoVaccineMandates #Seattle  Dangerous!  https://t.co/L8xOckaW4Y
2021-10-23 21:26:08,#OCGN  #Covaxin #Official_WSB #Webull #RobinhoodTraders  #nurses #KABC #EyewitnessNews #LosAngeles #TelevisionNews… https://t.co/aKkvEM7aIy
2021-10-23 21:25:34,Got my third shot! So far don't even notice any difference other than being a little less anxious. #Moderna #Booster
2021-10-23 21:25:31,"Spouse &amp; I got our #Moderna #booster today. That makes three shots no DNA change, the silverware doesn’t fly out of… https://t.co/6PLme8BZPa"
2021-10-23 21:22:30,"TODAY @CDCgov/@IDSAInfo Clinician Call RE: #COVID19 #vaccine #BoosterShots 

Q: Are #neutralizing #antibody counts… https://t.co/bqgaoDe5tX"
2021-10-23 21:16:20,@DonaldJTrumpJr You know whst would screw the Dems? If you and your Dad supported the one true vaccine; #COVAXIN #Covaxinapproval
2021-10-23 21:12:26,Got it! J&amp;J #Janssen with a #moderna chaser https://t.co/8KVg5OZCdt
2021-10-23 21:08:48,"@SuzannePhan You forgot the other ""no""... no liability by #Pfizer or #moderna to human rats in their lab.… https://t.co/POvYMunbyB"
2021-10-23 20:58:22,"#CoronavirusUpdates #Namibia #SouthAfrica 
Namibia as with neighbouring  South Africa will suspend its rollout of… https://t.co/OUc8o55dTd"
2021-10-23 20:46:29,Got J&amp;J in March. Just got home from Moderna booster. Eff COVID #johnsonandjohnson #moderna #BoosterShots
2021-10-23 20:44:03,@MailOnline People want #SputnikV they don't want the serious side effects of big pharma vaccines or their failing… https://t.co/XezGwupl5h
2021-10-23 20:38:06,#Sweden Suspends #Moderna Vaccine Shot Indefinitely After Vaxxed Patients Develop Crippling Heart Condition… https://t.co/MWgbki3Bng
2021-10-23 20:37:38,#Sweden Suspends #Moderna Vaccine Shot Indefinitely After Vaxxed Patients Develop Crippling Heart Condition… https://t.co/JYcZhsDS00
2021-10-23 20:20:55,"@MrsGandhi @narendramodi The cost of #COVAXIN was to be less than a price of mineral water bottle. 
आपदा मैं अवसर for Bharat Biotech"
2021-10-23 20:15:40,"Moderna booster, baby! #dollydose #moderna https://t.co/j8KcViItQb"
2021-10-23 20:13:24,@MrsGandhi @narendramodi #COVAXIN is yet not recognised by WHO those who had this vaccine have to quarantine. What… https://t.co/UXZC7VS3Kb
2021-10-23 20:06:59,"The feels rn 🥵🥶!!
#Moderna booster https://t.co/tYo1kd9i53"
2021-10-23 20:06:29,"CDC endorses #booster doses of #Moderna and Johnson &amp; Johnson vaccines, says mix and match is fine - CNN… https://t.co/SGe8CI325R"
2021-10-23 20:05:33,@TimesNow Congrats @DrKrishnaElla @SuchitraElla  🇮🇳 🙌🏻. The BEST #vaccine Americans  and the whole world can’t (yet… https://t.co/C3xJ2rRiQ9
2021-10-23 20:03:55,"@ChloeMS @JoeBiden Such a wonderful post.  Just rediscovering this when I'm posting about same thing, months later.… https://t.co/HXF1wEbIQZ"
2021-10-23 20:00:45,UPDATE: I’m scheduled for my #Moderna booster shot on Tuesday evening at @MyKingSoopers. Woohoo! 💉💉💉
2021-10-23 20:00:06,@TimesNow Oh really? If that's the case why are we still lobbying for approval of the vaccine #Covaxin with #WHO… https://t.co/3MwCHwD07G
2021-10-23 19:58:23,"@funder On Fri at 12:30p, I was checking my refills on #CVS app &amp; saw #Moderna boosters were now avail. I completed… https://t.co/fXMOOTxtFf"
2021-10-23 19:56:49,#OCGN  #Covaxin #Official_WSB #Webull #RobinhoodTraders  #nurses #KABC #EyewitnessNews #LosAngeles #TelevisionNews… https://t.co/nYvVaIboiu
2021-10-23 19:56:39,"I need that booster shot. Being an educator and seeing my students get sick and how quickly it spreads, I need extr… https://t.co/ZF2JuVXzIm"
2021-10-23 19:56:26,"Just boosted my J&amp;J with #Moderna! Antibodies activate!
#Boosted #GetVaccinated"
2021-10-23 19:52:40,"Got my #Moderna booster this morning. Feeling great after! A little tired, but feeling good. Time for a nap before I gotta make dinner."
2021-10-23 19:47:52,"I’m so happy 😃 I went &amp; got my booster 💉✨
#Moderna #Vaccine #BoosterShots #COVID https://t.co/aU6dSqHpCP"
2021-10-23 19:44:20,"I got my #moderna booster shot today. Now, I feel unstoppable. 💪"
2021-10-23 19:44:00,"#Vaccine, Vision &amp; Vishwas - Brains behind India’s #Covaxin. 
On Frankly Speaking with Navika Kumar, Bharat Biotech… https://t.co/zX2oGGPZVe"
2021-10-23 19:44:00,"#Vaccine, Vision &amp; Vishwas - Brains behind India’s #Covaxin. 
On Frankly Speaking with Navika Kumar, Bharat Biotech… https://t.co/Gb7Gm33KXD"
2021-10-23 19:36:50,role of approval agencies like #WHO is to just look at data it’s a a simple process and requires following EBM guid… https://t.co/N8m9P6pGNF
2021-10-23 19:33:20,"@narendramodi ji, 
Why suspend vaccine donation! Poor countries will suffer!

Donate millions of #Covaxin doses to… https://t.co/3M8qCgLsdt"
2021-10-23 19:28:47,"The 🇺🇸 wouldn't have these problems with #Covaxin, easy to store and long shelf life up to 2 yrs. https://t.co/XagZMZxEMR"
2021-10-23 19:27:48,"Boosted!!! 

#thankyouNHS      #TripleThreat #PfizerBiontech 
#grateful      #FluBeDooBeToo
#GetVaccinated! 😊 https://t.co/noDoueG4bc"
2021-10-23 19:24:53,@Ajaybis @HCI_Ottawa Will we be getting some of that great #Covaxin  in Canada sir? Waiting for Covaxin jabs. Very… https://t.co/iOOt05wNCG
2021-10-23 19:24:41,Ok booster side effects have kicked in. #BoosterShots #CovidBooster #Moderna
2021-10-23 19:22:51,"@who on Oct-6 the approved British pharma GSK’ malaria vaccine -  #Mosquirix, which only targets strain of #malaria… https://t.co/HPEOIsdou9"
2021-10-23 19:21:38,@PeterHotez At least half would've survived if we were given an option of taking traditional vaccines like #Covaxin… https://t.co/OQJkjxaUTB
2021-10-23 19:19:13,@WHO  how much time do you guys need to check all relevant data l. @BharatBiotech  has shared data already. Still W… https://t.co/2eTPlR0vxi
2021-10-23 19:17:57,"Got a #Moderna #booster yesterday after two shots of Pfizer. I feel fine, maybe a bit sluggish due to drinking too… https://t.co/tQ0n9WKyqN"
2021-10-23 19:17:34,"GOT MY POWER UP! 

#booster #Moderna https://t.co/rvMfqc4Vu9"
2021-10-23 19:13:03,"18-44 #RURAL #Bengaluru #CovidVaccine Availability for 20/10 at 04:00PM
FREE Slots 
#COVISHIELD – Dose1:68, Dose2:2… https://t.co/O3EqLEZVmN"
2021-10-23 19:12:24,"HAPPENING NOW!
@CDCgov/@IDSAInfo Clinician Call RE: #COVID19 #vaccine #BoosterShots with Dr. Chatterjee

#VRBPAC… https://t.co/N6H8O2QWU5"
2021-10-23 19:11:17,Of which more than 90% constitutes #COVISHIELD and not #COVAXIN @BharatBiotech https://t.co/V9jDCZlNmm
2021-10-23 19:08:56,@WHO #vaccine approval process in spotlight (GSK vs #India): #Mosquirix (approved) requires 4 doses over 2 years of… https://t.co/31TI13UwS0
2021-10-23 19:07:35,"@republic That's ok but 

WHY HAS WHO NOT GIVEN #CovaxinApproval YET WHEN GOI HAS APPROVED #Covaxin FOR KIDS?  

TH… https://t.co/Ve2RDjJff6"
2021-10-23 19:07:25,#InformedConsent2 - #Sweden Suspends #Moderna Shot Indefinitely After Vaxxed Patients Develop Crippling Heart Condi… https://t.co/DatC2Ap0hd
2021-10-23 19:05:20,Got my booster shot! Yay! #Moderna #COVID19
2021-10-23 19:04:50,The Centers for Disease Control and Prevention authorized extra doses of Moderna and Johnson &amp; Johnson’s vaccines… https://t.co/IntfB62q6u
2021-10-23 19:02:50,Got my booster yesterday!! #MODERNA #BoosterShots #GetVaccinated https://t.co/AuuItOO2xu
2021-10-23 18:59:14,"Converting negativity into an opportunity, with 1 billion Indians vaccinated, India's process of rapid vaccination… https://t.co/GotpERRUtN"
2021-10-23 18:57:25,"@republic Dat's ok but 

WHY HAS WHO NOT GIVEN #CovaxinApproval YET WHEN GOI HAS APPROVED #Covaxin FOR KIDS?  

THI… https://t.co/sNmxSsv8f2"
2021-10-23 18:54:21,Me waking up on 26th October to hear another dumb reason why @WHO delayed the #Covaxin Approval by another 2 weeks🤡… https://t.co/y4ngYHM7oO
2021-10-23 18:53:49,"Today… I got my booster shot!  
I had the Johnson &amp; Johnson. One and done. Today I got a Moderna booster. 

I will… https://t.co/kzp05AczAv"
2021-10-23 18:53:19,#OCGN  #Covaxin #Official_WSB #Webull #RobinhoodTraders  #nurses #KABC #EyewitnessNews #LosAngeles #TelevisionNews… https://t.co/KRVDgLp3KP
2021-10-23 18:52:48,"One day after receiving my #Moderna booster: sore arm and a little sleepy, but no adverse side effects."
2021-10-23 18:50:50,"With the official FDA &amp; CDC approval for Moderna, I got my covid booster shot. 😊

Thank you so much, @MrItty, for m… https://t.co/FKTJ8K87nb"
2021-10-23 18:49:50,"Russia is facing record COVID-19 deaths, and is flirting with lockdown 2.0.

Apparently their Sputnik V inoculation… https://t.co/hjrClcwrae"
2021-10-23 18:48:17,"#COVAXIN  @BharatBiotech 

Did I make a  big mistake ... By taking #COVAXIN vaccine as it is failed to get #WHO  em… https://t.co/CJNktMCP3w"
2021-10-23 18:46:20,"@EFFSouthAfrica The  #SputnikV vaxx is waiting for the EFF, as demanded and marched for. SAHAPRA are unwilling to a… https://t.co/ftdHBn8M38"
2021-10-23 18:44:27,@drshamamohd I think for your children #sinopharm is best. It is WHO approved! Go for it
2021-10-23 18:41:51,"@ANI That's ok but 

WHY HAS WHO NOT APPROVED #CovaxinApproval YET WHEN GOI HAS APPROVED #Covaxin FOR KIDS?  

THIS… https://t.co/TpFw9n2ZSP"
2021-10-23 18:41:20,"@narendramodi That's ok but 

WHY HAS WHO NOT APPROVED #CovaxinApproval YET WHEN GOI HAS APPROVED #Covaxin FOR KIDS… https://t.co/s1odFrlkoS"
2021-10-23 18:33:37,Got the #moderna #booster. Feeling protected.
2021-10-23 18:31:48,"@kylegriffin1 Today… I got my booster shot!  
I had the Johnson &amp; Johnson. One and done. Today I got a Moderna booster. 

#Moderna 
#Booster"
2021-10-23 18:24:35,"45+ #BBMP #Bengaluru #CovidVaccine Availability for 20/10 at 05:30PM
FREE Slots 0
PAID Slots 
#COVISHIELD – Dose1:8… https://t.co/ZjODFeH2Zi"
2021-10-23 18:21:51,"'#Namibia will suspend the rollout of Russia's #SputnikV COVID-19 #vaccine, its health ministry said on Saturday, d… https://t.co/g5cOg1H5BX"
2021-10-23 18:12:33,Why are govt officials and health officials giving #Moderna to Canadians under 30 when this poses risks? Moderna ha… https://t.co/7dvnewFxxn
2021-10-23 18:06:40,Do what you do. Me? Just took my #Moderna #Booster N #Detroit Back to 2nd half #GoBlue!!! '77 https://t.co/wksfWSYwR4
2021-10-23 18:02:55,ok UNC-A Reuter Center has all brands of Covid vaccines and is giving boosters and full vaccines. easy to do. great… https://t.co/6rsMT8NWYF
2021-10-23 18:02:31,"@Limeylizzie Geeze my reaction to the #Moderna shot wasn't that bad; my arm was sore for about a day.   #COVID19  
💉😎💉"
2021-10-23 18:00:43,@SolidarityRSA I will wait for #SputnikV from #Russia
2021-10-23 17:57:38,And then there were three!  #covidbooster #covidboostershot #costco #covidvacccine #moderna #jkneecanphotography @… https://t.co/O2Fei43LTK
2021-10-23 17:57:27,My son got his #Moderna booster  just a little while ago yay 😁 so now we are all totally vaccinated in this house!
2021-10-23 17:54:51,@AdrienneLaF I’ll keep riding the #Moderna train if it’s available.
2021-10-23 17:52:22,@funder I did - Aug 31 - #Moderna.
2021-10-23 17:47:11,"A question for all these people promoting for others to get the jab. 

If you told someone to get it, and they died… https://t.co/M7n4UW8rjr"
2021-10-23 17:41:14,Sweden Suspends Moderna Shot Indefinitely After Vaxxed Patients Develop Crippling Heart Condition - #COVID19… https://t.co/PWskhRzCKZ
2021-10-23 17:39:45,The anti #Moderna trolls and bots are out in full force today! #antivaxxers I'm getting my #ModernaBooster this aft… https://t.co/89oARetIxD
2021-10-23 17:38:33,"I was going to stick with #Moderna, but now I’m beginning to rethink that plan. 🤔 https://t.co/tTwtplghK5"
2021-10-23 17:38:27,"#Moderna not being used in Sweden under age 30 
#VaccineMandate 
Moderna added 4 to @Forbes 400 #COVID19 is good fo… https://t.co/7kxmBtGkGF"
2021-10-23 17:34:17,Struggling to gain my footing today thanks to the #moderna #booster.   But once I get over it my antibody cup will… https://t.co/HuWHxcLm3A
2021-10-23 17:31:24,That’s clear #moderna #Sweden https://t.co/Go4C5rlx34
2021-10-23 17:31:16,Not me seeing #moderna trending and panicking because that's the shot I got. Twitter really got me today 😆
2021-10-23 17:29:01,More doses of #SputnikV arrived in #Serbia 🇷🇸 for the country’s vaccination program.✌️ https://t.co/vUl9yGvTsF
2021-10-23 17:24:54,@sarahrainsford @JakeCordell World renowned peer reviewed British Journal of Medicine....92% Efficacy. #SputnikV https://t.co/997z0C3S1K
2021-10-23 17:24:20,@iamnarendranath But why you have chosen #COVAXIN ???
2021-10-23 17:23:16,"First attempt of #VLOG!
My experience of vaccination at #WockhardtHospital, #Mumbai. 
https://t.co/uUU8IhoEXp
#COVAXIN"
2021-10-23 17:19:49,Year 2025: The #Covid24 Alpha Centauri variant and your mandatory 36th booster shot is due!! #PLANDEMIC… https://t.co/vWBvRS5Kgp
2021-10-23 17:16:46,Can  #Pfizer or #Moderna develop a medication for those wearing masks outside? The disease seams to be spreading. C… https://t.co/83RupmlAz7
2021-10-23 17:15:16,"Breastfeeding baby, booster band-aid. So glad of the extra protection for us both. My initial #COVIDVaccination sho… https://t.co/6Bk0YJqyXF"
2021-10-23 17:15:00,"As India continues to steadily ramp up #Covishield &amp; #Covaxin production as it has in the past, it can achieve the… https://t.co/4jAGjJJ0gu"
2021-10-23 17:13:07,"PM #Modi was determined to make it, says Dr. #KrishnaElla of #BharatBiotech... Watch video! #1BillionVaccination… https://t.co/0JDymd19q8"
2021-10-23 17:08:16,Officially boostered! Whoop whoop! #triplevaxxed #educator #covid19 #boostershot #moderna https://t.co/XrxRt0ZMBi
2021-10-23 17:06:12,"it was my choice to get vaccinated (#moderna) - before #COVID existed the flu had killed millions over decades, flu… https://t.co/n0YOx9L70x"
2021-10-23 17:05:06,"Highlight and promote your company's news, awards, announcements, press releases and more. Submit Press Release.

G… https://t.co/Yn1Cltob7I"
2021-10-23 17:00:01,"Amid concerns of #SputnikV vaccine causing HIV in men, #Namibia has decided to suspend the use of the Russian vacci… https://t.co/jyxJX0yWcd"
2021-10-23 16:45:29,@nytimes At India we are thrilled - we have our own #Covaxin and #SerumInstitute
2021-10-23 16:42:20,"Below is ""India's schedule for #ICCT20WorldCup "" !
.
.
.
#100CroreVaccination 
#Bangladesh 
#India 
#coronavirus… https://t.co/A1yZRCChIQ"
2021-10-23 16:34:45,"#Pfizervaccine #Moderna #janssen Johnson and Johnson in USA 
 are all #BoosterShots miracles. Glad I got mine.… https://t.co/2V1uk77jJ7"
2021-10-23 16:33:44,Still remains a million dollar question.....How did #MangoMan manage to visit #USA after taking #COVAXIN which is y… https://t.co/0ajsNf7SOu
2021-10-23 16:32:27,Just got a Moderna Booster! I am so happy! Thanks to https://t.co/LYbozs8JH1 &amp; Target/CVS for making it so easy to… https://t.co/eGr9DkKZp6
2021-10-23 16:26:59,#Pfizer &amp; #Moderna are two corporations that would pay much higher taxes under the #BuildBackBetter bill. They dese… https://t.co/s4Nvj5GaP7
2021-10-23 16:19:00,"#Vaccine, Vision &amp; Vishwas - Brains behind India’s #Covaxin. 
On Frankly Speaking with Navika Kumar, Bharat Biotech… https://t.co/Zc6ezjN4yY"
2021-10-23 16:15:49,"Small town life has its advantages: just walked in to my local pharmacy to get some meds, and left with a #Moderna… https://t.co/aiADJQJ01C"
2021-10-23 16:13:08,@narendramodi RESPECTED SIR PLEASE UPDATED #COVAXIN  APPROVAL ..
2021-10-23 16:08:26,#vlog #vaccine #covidvacccine #covid #moderna  basically I’m doing a day by day on how I feel since I got the shot… https://t.co/moOoJlS65O
2021-10-23 16:06:30,"@funder As soon as I get the ok, I’ll roll up my sleeve and head on in.💉 #Moderna"
2021-10-23 16:04:19,@crypto_biotech No true for FDA to approve #COVAXIN as even #AstraZeneca has not been granted in America yet.
2021-10-23 16:04:00,"#Vaccine, Vision &amp; Vishwas - Brains behind India’s #Covaxin. 
On Frankly Speaking with Navika Kumar, Bharat Biotech… https://t.co/L7VptdsCXj"
2021-10-23 15:51:56,How I feel today after my Friday #ModernaBooster! I now have the complete 3 shots of #Moderna Cocktail. The 1/2 CD… https://t.co/xZp1ycbt2n
2021-10-23 15:49:42,Much higher antibody response following #Moderna versus #Pfizer #vaccination. Makes me wonder if I should have wait… https://t.co/XaTsNvH43v
2021-10-23 15:49:00,"#Vaccine, Vision &amp; Vishwas - Brains behind India’s #Covaxin. 
On Frankly Speaking with Navika Kumar, Bharat Biotech… https://t.co/tLO4gDtgdp"
2021-10-23 15:46:20,#BharatBiotech #CoronaVaccine #Coronavaccineforchildren #Covaxin #DCGI #DrugControllerGeneralofIndia #Nasalvaccine… https://t.co/NSk8D3VlKT
2021-10-23 15:44:01,@AltMeGH @WHO it is a 2 step meeting first the SAGE group met on Oct 5 which I heard the same thing they recommende… https://t.co/CcoJso6FZn
2021-10-23 15:35:33,Near total protection *until you need dose four #PfizerBiontech #60percentofthetimeitworksallofthetime https://t.co/L1qlQy1ZZU
2021-10-23 15:35:00,"CMV is the most common infectious cause of birth defects in the United States, yet only 9% of women are aware of it… https://t.co/9lRLWzQ8rz"
2021-10-23 15:34:00,"#Vaccine, Vision &amp; Vishwas - Brains behind India’s #Covaxin. 
On Frankly Speaking with Navika Kumar, Bharat Biotech… https://t.co/D6G71mu7Vl"
2021-10-23 15:30:00,"Pfizer vaccine effective for young kids: FDA

#covid #COVID19 #coronavirus #CoronavirusPandemic #CoronaVirusUpdates… https://t.co/oW9pMHGeiH"
2021-10-23 15:25:10,"#CNN (of all people) is reporting that a new study involving over 600,000 veterans has found that the J&amp;J #COVID19… https://t.co/zCQwxolBj5"
2021-10-23 15:22:38,"Finally completed my vaccine for #Covid19 
Why EU &amp; Others western country still not allowing #China's vaccine!?… https://t.co/frbxK1yZpM"
2021-10-23 15:19:00,"#Vaccine, Vision &amp; Vishwas - Brains behind India’s #Covaxin. 
On Frankly Speaking with Navika Kumar, Bharat Biotech… https://t.co/VF3tUVT5ZG"
2021-10-23 15:17:00,"#Moderna #BoosterShots 18 hrs ish post vaccination. Mom (70s normal conditions for her age) is more tired, more sor… https://t.co/LmBv2fBfgT"
2021-10-23 15:16:20,@WHO any not approve #covaxin...accept the fact #India is leading https://t.co/fCRr71qvak
2021-10-23 15:15:29,@MoHFW_INDIA @PMOIndia @mansukhmandviya @ianuragthakur @DrBharatippawar @PIB_India @mygovindia @COVIDNewsByMIB When… https://t.co/HJR3mud8AK
2021-10-23 15:13:58,Just scheduled our COVID-19 vaccine booster shot appointments! #moderna #vaccine #COVID19 #vaccinebooster #booster #boostershot
2021-10-23 15:13:17,@satishkreddy @drreddys @PMOIndia It's almost 50 days since last local produced #SputnikV by local manufacturers ha… https://t.co/2iDRCZnSHk
2021-10-23 15:10:55,"Got my booster!

My first shot was J and J.

Did the #Moderna booster. 

Woo hoo. https://t.co/kUhMsIViFc"
2021-10-23 15:10:14,@B52Malmet Already have. Canada’s been doing it for months. #Pfizer #Moderna. My city is 90% vaccinated
2021-10-23 15:02:31,"That’s why @BharatBiotech’s #COVAXIN has only 12% share in total doses administered in India.
And it was a develope… https://t.co/ST2TjOsd0I"
2021-10-23 15:01:06,Time to schedule my flu shot and Moderna booster!! We can beat #COVID together!! I'm ready for the pandemic to beco… https://t.co/F6lLmDlv84
2021-10-23 15:00:01,"China's #Sinovac COVID-19 vaccine will be included in Singapore's national vaccination program, the Ministry of Hea… https://t.co/uZ6ZWQDIvm"
2021-10-23 14:58:03,What Lesson Can the Handling of #Covid_19  Pandemic Teach Us? The #CDC doesn't seem to be alarmed by the death coun… https://t.co/TPm867p4BK
2021-10-23 14:57:44,"@MoHFW_INDIA
Better booster dose start.
Bcoz we travel to abroad.
#covaxin not approvel by who."
2021-10-23 14:49:00,"#Vaccine, Vision &amp; Vishwas - Brains behind India’s #Covaxin. 
On Frankly Speaking with Navika Kumar, Bharat Biotech… https://t.co/QsW5roTD8f"
2021-10-23 14:46:56,"@SuchitraElla Although we have been hearing this for a while, for real impact n credibility people need to see this… https://t.co/VTauPWvWZh"
2021-10-23 14:45:57,"Something to have on your radar. Let’s see if more studies bear the same results.
#Covid19UK #covid #VaccineCentury… https://t.co/i3LU45tFCU"
2021-10-23 14:45:25,"What do Alec Baldwin and Vaccines have in common?

Both have a percentage of shots that kill.

#Moderna… https://t.co/Q7UAQOy2KI"
2021-10-23 14:42:52,"Just got my 3rd shot of Moderna. 💉😷❤😁
#FullyVaccinated 
#Moderna 
#GetVaccinatedNow"
2021-10-23 14:41:45,Via @reuters: Namibia suspends use of Russian COVID vaccine after https://t.co/BKYnC0MjPJ flags HIV concerns… https://t.co/SOgzcnbdGK
2021-10-23 14:40:02,"I have already received my #BoosterShots, but have you?
#GetVaccinatedNow #Pfizer #Moderna #JandJ.
It’s easy as 1,2… https://t.co/cvVw2K5T7a"
2021-10-23 14:32:46,Waiting for 26 october for The Made in India vaccine to get approval. No more international politics over #Covaxin… https://t.co/XQeZX9RJRJ
2021-10-23 14:24:32,@DrSyedHaider #covaxin please. Needed in the US
2021-10-23 14:24:00,@JoostBroekers #Covaxin please. They arent scared of lawsuits
2021-10-23 14:23:14,@DrEricDing @ScientistSwanda #covaxin please
2021-10-23 14:21:18,"#FDA says benefits outweigh risks for #PfizerBioNTech #COVIDVaccine in children. @mikeerman1

@US_FDA finds that th… https://t.co/9eBXBEUARe"
2021-10-23 14:19:00,"#Vaccine, Vision &amp; Vishwas - Brains behind India’s #Covaxin. 
On Frankly Speaking with Navika Kumar, Bharat Biotech… https://t.co/pq5WxXSHJH"
2021-10-23 14:15:06,"@NHSDigital @charrindisguise @Computerworld @simonrbolton @NHSX @LeedsCityRegion @LeedsDigiFest Please watch, share… https://t.co/FsaOXpfGho"
2021-10-23 14:13:30,"Fun… first #astra now #moderna…      😑🔫

Two more and it’s official that our #government has poisoned us all…… https://t.co/kKMeOAr3Jc"
2021-10-23 14:10:02,"LA County set to inoculate millions as CDC approves #Moderna and Johnson and Johnson booster shots.

#covid… https://t.co/yqHyn2S1ce"
2021-10-23 14:09:24,"It’s not over yet, use masks and social distancing. #COVIDVaccination #covaxin https://t.co/7kCLajVpBF"
2021-10-23 14:08:44,"Sweden Suspends #Moderna Shot Indefinitely After Vaxxed Patients Develop Crippling Heart Condition

Now go and get… https://t.co/SZMkI8RVYB"
2021-10-23 14:08:07,"In Italy people are BANNED from going to work without a covid passport.

In Norway companies aren't even allowed to… https://t.co/9phexj0TAm"
2021-10-23 14:05:07,"this week i got #triplevaxxed by getting the COVID booster shot AND it was pharmacy week 💉🩸💊

please consider getti… https://t.co/Bv05jcdVYF"
2021-10-23 14:02:21,Don't Blame China for Covid but Praise them for Vaccination. And dat too on the data they provided which all know w… https://t.co/YxeYwMmQPS
2021-10-23 13:59:23,#Vaccine #VaccineSideEffects #VaccineDeaths #CovidVaccine #Pfizer #Moderna #AstraZeneca #Janssen #Fauci #FDA #CDC… https://t.co/KxaA0K0bQP
2021-10-23 13:57:22,"@RCSnews Support my message encouraging the 31% that haven't, to be vaccinated. #Covid_19 #vaccines #Pfizer… https://t.co/WtXFgOeHXm"
2021-10-23 13:55:30,So now these COVID-19 vaccines are stirring the pot sounds like witches brew; a concoction of poison ☠️ 🎃 nothing m… https://t.co/GtBRATVjoR
2021-10-23 13:50:49,Who got their booster? Do I stick with #Moderna ?? https://t.co/prpiapAg7D
2021-10-23 13:50:44,$OCGN @BharatBiotech ramping up 🆙 #Covaxin production from 3 site’s to help 🇮🇳 gov to vaccinate all the population.… https://t.co/bXcqo9R1sa
2021-10-23 13:48:36,"Done first dose! 😍💉

#resbakuna 
#vaccine #Moderna 
#firstdose https://t.co/UOvnRESBTG"
2021-10-23 13:42:09,Post the #100CroreVaccinations in India it will be sone peh suhaga if  #CovaxinVaccine gets global and @WHO approva… https://t.co/X7q52dgFcG
2021-10-23 13:38:24,"Me, after I get my Moderna booster #Moderna #BoosterShots https://t.co/B6B09s3rEl"
2021-10-23 13:37:08,@bmj_latest @Garethiacobucci Watch and share my message endorsing the #Covid_19 vaccine. #GetVaccinated… https://t.co/FmXmzjCN5v
2021-10-23 13:37:06,"And yet another Scandinavian country suspending #Moderna vaccine.

But @hugodejonge “Health” Minister of… https://t.co/bGmon3gVni"
