"County","riskLevel","vaccination Ratio","actualvaccine","Death","State","metro","per_point_diff","T or B","percent_hispanic","percent_non_hispanic_american","percent_non_hispanic_asian","percent_non_hispanic_black","percent_non_hispanic_native","percent_non_hispanic_white","X..Fair.or.Poor.Health","Average.Number.of.Physically.Unhealthy.Days","Average.Number.of.Mentally.Unhealthy.Days","X..Smokers","X..Physically.Inactive","Violent.Crime.Rate","Income.Ratio","X..Children.in.Single.Parent.Households","X..Unemployed","X..Vaccinated","X..Uninsured","X..Children.in.Poverty","Life.Expectancy","Median.Household.Income","X..bachelor.degree","X..High.school.degree","X..Households.with.a.broadband.Internet","Persons.per.household"
"Laurens County, Georgia","5",0.372,21266,204,"Georgia","no",0.282389688091153,"Trump",0.0271,8e-04,0.0113,0.3722,2e-04,0.5722,24.525154601,4.954550097,5.1037090413,24.032168203,37.3,358.92015678,5.8316990055,42.75102459,4.5606519695,44,15.786559806,31.4,74.111769032,42018,0.162,0.859,0.602,2.71
"Lee County, Georgia","3",0.442,15252,74,"Georgia","yes",0.445674285030513,"Trump",0.0298,7e-04,0.0245,0.207,0.0012,0.7164,17.067101898,3.8179910182,4.2694726523,17.75996039,22,174.70099253,3.4767878427,20.496417605,3.0508935245,44,11.729103208,13.5,75.970301437,72425,0.254,0.909,0.84,2.78
"Liberty County, Georgia","3",0.259,18377,80,"Georgia","yes",-0.240487987286155,"Biden",0.1261,0.0043,0.0196,0.401,0.005,0.3887,22.180102351,4.5776043338,4.5459232683,19.311280302,35.3,478.32962261,3.4618742724,34.628075253,3.7438687922,32,13.088907198,21.7,76.083875208,51410,0.183,0.907,0.87,2.53
"Lincoln County, Georgia","3",0.404,3711,29,"Georgia","yes",0.375134669252316,"Trump",0.0182,5e-04,0,0.3097,3e-04,0.6618,21.738256195,4.6233347538,4.7955442468,22.237296574,29.9,417.64552336,5.9997255951,38.420703384,3.85481148,47,16.79312089,26.4,78.140732436,45299,0.159,0.821,0.532,2.23
"Long County, Georgia","3",0.173,4048,16,"Georgia","yes",0.263744033940251,"Trump",0.1128,0.0017,0.0097,0.2482,0.0044,0.5789,22.483232893,4.5738695259,4.7623994094,21.401952239,31,95.47611693,3.9234565836,28.408875403,3.6377043136,31,17.77551753,21.7,82.125858911,52051,0.174,0.877,0.808,3.26
"Lowndes County, Georgia","3",0.321,44096,262,"Georgia","yes",0.120289073454859,"Trump",0.0566,0.0033,0.0174,0.3636,7e-04,0.5378,21.890837413,4.417082336,4.7555518458,19.954685841,30.1,279.97415623,6.1633605601,35.527316172,3.5248143806,38,17.49011132,28.6,76.154317589,46450,0.253,0.866,0.661,2.69
"Lumpkin County, Georgia","5",0.318,12091,87,"Georgia","no",0.581868521022471,"Trump",0.0484,0.0022,0.0082,0.0204,0.0014,0.9056,19.359068096,4.4070750644,4.8496753636,21.007896086,29,41.419081452,4.5075594939,17.717666948,3.1042526467,49,18.860977007,17.2,77.595977549,57078,0.264,0.848,0.813,2.67
"McDuffie County, Georgia","3",0.389,9579,60,"Georgia","yes",0.191391678622669,"Trump",0.0306,0,0.0044,0.399,0.0123,0.5352,25.120363936,5.0798699936,5.1394171368,23.416098939,36,154.1086466,5.0324278541,59.478935698,5.0835969272,51,14.578417266,29.4,73.347399744,44473,0.088,0.736,0.593,2.4
"McIntosh County, Georgia","3",0.359,5839,24,"Georgia","yes",0.209677419354839,"Trump",0.0028,0.001,0.0133,0.3542,0.0013,0.621,21.267859309,4.5300314293,4.7480681241,21.248615183,29.3,138.41362605,5.1747991913,22.02606137,3.5511593968,43,17.853696198,31.5,81.442449996,46682,0.185,0.832,0.737,2.7
"Macon County, Georgia","3",0.366,5573,38,"Georgia","no",-0.230538280077204,"Biden",0.0429,0,0.0039,0.6147,1e-04,0.3233,29.647675326,5.3616676242,5.0380077581,25.248761348,42.6,310.55900621,5.2397848599,52.466718872,4.623907948,37,19.561304837,41,73.192431285,34634,0.134,0.778,0.559,2.45
"Madison County, Georgia","5",0.384,13030,62,"Georgia","yes",0.529892213965321,"Trump",0.0546,0.0034,0.0038,0.1064,0,0.8185,20.521357825,4.5173500772,4.7343215062,22.037324767,29.7,191.18389727,4.3780812201,30.80936056,3.0492395724,49,18.679602072,25.1,76.419005,52326,0.14,0.834,0.648,2.59
"Marion County, Georgia","3",0.343,3438,28,"Georgia","yes",0.265655172413793,"Trump",0.0728,0.0017,0.0091,0.3046,0.0062,0.5923,24.071911381,4.7797909763,4.8713514481,22.915645328,33.6,57.10370032,4.2022638316,29.763866008,4.2360060514,40,16.557501904,32.4,76.563526112,41190,0.176,0.852,0.723,2.33
"Meriwether County, Georgia","3",0.36,8791,96,"Georgia","yes",0.205663326284821,"Trump",0.022,9e-04,0.0025,0.3974,0,0.5635,24.744326607,5.0647391289,5.0952622105,23.333733543,38.3,321.27913927,5.0231329338,44.054409829,4.5000561104,42,17.415388361,31.1,74.075406232,43571,0.104,0.797,0.6,2.58
"Miller County, Georgia","3",0.473,3156,16,"Georgia","no",0.465067043048694,"Trump",0.0043,0.0057,0,0.3031,0.0029,0.6798,22.328720923,4.7081111752,4.9338434555,22.528790134,30.2,188.21113868,5.2675043761,35.249621785,3.2739177883,35,16.80865761,31.3,71.28716421,41769,0.14,0.826,0.48,2.4
"Mitchell County, Georgia","5",0.403,10326,93,"Georgia","no",0.105110466413747,"Trump",0.0458,0.0028,0.002,0.4636,5e-04,0.4585,27.314467524,5.1889940518,5.1472376999,24.656962941,30.5,262.40298873,4.2157643793,45.673453406,4.558910598,38,17.710317704,42.3,73.211792846,37383,0.097,0.772,0.685,2.5
"Monroe County, Georgia","5",0.391,12384,119,"Georgia","yes",0.427966645285439,"Trump",0.0232,0.0015,0.0091,0.232,0,0.7241,18.858672691,4.1999237202,4.5605469209,19.919512558,37.2,178.27932879,6.4516390125,23.092224231,3.2397075798,46,14.286378429,15.6,77.755760379,70488,0.268,0.857,0.776,2.67
"Montgomery County, Georgia","3",0.303,3440,27,"Georgia","no",0.499117721199899,"Trump",0.0659,0,0.0018,0.2575,0,0.6533,22.372239004,4.6598278282,4.7629865873,22.089320524,31.6,321.432754271808,5.3644901326,29.641519529,5.2534804308,35,18.327402135,27.2,75.791389399,43657,0.16,0.817,0.757,2.66
"Morgan County, Georgia","3",0.407,8758,34,"Georgia","yes",0.416709379805228,"Trump",0.0321,0.0013,7e-04,0.2279,0,0.7195,17.357975597,3.9306943788,4.3776068193,18.690192177,23,176.13903241,4.3492719819,19.347152728,3.1060606061,46,14.932852275,17.2,78.083585829,67089,0.207,0.877,0.765,2.64
"Murray County, Georgia","5",0.311,14888,102,"Georgia","yes",0.691597894600039,"Trump",0.1504,0.0013,0.0034,0.0104,0,0.8254,23.778461256,5.0501288033,5.0453657643,23.586955155,31.9,447.67980114,3.7629545554,21.52538944,5.0306352789,49,21.326886919,20.8,76.043266793,50061,0.101,0.707,0.775,2.74
"Muscogee County, Georgia","3",0.363,81655,545,"Georgia","yes",-0.240194251931341,"Biden",0.0761,0.004,0.0246,0.4561,0.0014,0.4035,21.075335761,4.248895845,4.7579067579,19.361257905,27.2,566.92058711,5.3491237988,40.272216113,4.533488192,40,14.463284553,25.4,74.277825204,47035,0.258,0.88,0.784,2.59
"Newton County, Georgia","3",0.367,47134,292,"Georgia","yes",-0.109156617619943,"Biden",0.0558,0.0016,0.0106,0.4433,8e-04,0.4644,21.607550745,4.3593169051,4.5688874816,19.55249975,31.4,396.49067627,4.3657793725,31.250219306,3.8507960228,49,15.957913665,17.5,76.3217472,58222,0.198,0.866,0.855,2.88
"Oconee County, Georgia","3",0.528,23195,75,"Georgia","yes",0.335068340750159,"Trump",0.0529,7e-04,0.0368,0.0523,7e-04,0.8414,11.737130678,3.0781802398,3.6843232444,13.333255978,24.1,114.12308386,3.9675158444,17.346737631,2.5422860072,55,11.028515358,6.6,81.367169096,100878,0.523,0.945,0.895,2.82
"Oglethorpe County, Georgia","3",0.381,6479,35,"Georgia","yes",0.387679822943563,"Trump",0.0457,4e-04,0.0021,0.1757,0,0.7564,21.581684195,4.7525091623,4.8412291796,22.054484697,39.4,357.67815779,4.4891029142,24.835427887,3.2183576274,51,20.322847682,18.9,79.060662637,54346,0.171,0.797,0.657,2.62
"Paulding County, Georgia","3",0.328,63315,275,"Georgia","yes",0.290751065923254,"Trump",0.0634,0.0024,0.0087,0.1849,4e-04,0.71,17.191653658,3.9317231418,4.1829829461,17.391660228,25.5,143.32230346,3.4627265654,20.21229024,2.9319335165,46,13.696140494,9.3,78.859805514,76580,0.226,0.894,0.856,2.99
"Peach County, Georgia","3",0.39,12595,77,"Georgia","yes",0.0465227435672748,"Trump",0.0771,8e-04,0.0101,0.4466,0.001,0.4577,22.591158348,4.644280463,4.6439904812,20.713919611,37.2,514.94270092,5.9070944877,34.792465992,4.0842212075,41,16.31713555,27,74.552979952,49815,0.205,0.83,0.742,2.49
"Pickens County, Georgia","5",0.392,14215,92,"Georgia","yes",0.657424127686841,"Trump",0.0309,0.0092,0.0043,0.0103,5e-04,0.8662,16.456685208,4.0172658044,4.4777499298,18.909033138,27,226.126595,4.0471757542,18.717586044,2.9795036343,52,15.977353036,17.8,77.518649332,66183,0.231,0.853,0.857,2.62
"Pierce County, Georgia","5",0.295,6770,79,"Georgia","no",0.751409306952581,"Trump",0.0505,0.0041,0,0.0935,0,0.8403,21.517534233,4.662973571,4.7589020293,22.536797086,37.7,324.81990832,4.5734079698,30.767630539,3.3800873764,43,17.235537709,23.7,75.237715132,46701,0.126,0.834,0.641,2.71
"Pike County, Georgia","5",0.283,6278,54,"Georgia","yes",0.711007462686567,"Trump",0.0163,0,0.0051,0.0894,0,0.8691,17.406716915,4.1231549738,4.5217944603,20.147042018,27.3,93.262491522,3.8914176035,10.598648963,3.0115743342,42,13.947656099,12,76.036872854,74905,0.171,0.882,0.771,2.94
"Polk County, Georgia","5",0.323,16373,120,"Georgia","no",0.570820878362842,"Trump",0.1308,0,0.0037,0.1194,2e-04,0.7201,23.261456231,4.9112129212,4.8528561681,22.706947823,32.7,568.9745114,4.5067429709,30.75574421,3.6247219057,47,18.846285519,22.7,73.759376741,47896,0.137,0.788,0.745,2.77
"Pulaski County, Georgia","3",0.323,4250,52,"Georgia","yes",0.388385199705954,"Trump",0.0313,0.0012,0.0027,0.377,0,0.5739,24.771123954,5.0291245155,5.1557993603,23.415632281,35.4,632.25058005,5.2491582492,36.292428198,3.8499506417,38,15.608572584,27.6,78.985165296,42274,0.132,0.811,0.706,2.62
"Putnam County, Georgia","3",0.388,9713,69,"Georgia","no",0.408519611978068,"Trump",0.0635,0,0.005,0.262,0,0.6569,20.513421311,4.554619518,4.5718597356,20.471785522,27.9,422.47274934,4.1570133964,38.793492996,4.3249847282,49,18.970804711,27.5,79.258942022,62282,0.234,0.876,0.757,2.41
"Quitman County, Georgia","3",0.317,824,3,"Georgia","no",0.096745027124774,"Trump",0.0074,0,0.0734,0.519,0.0017,0.3705,27.757255669,5.2917770658,5.1590606591,25.169293237,26.6,152.07473387,5.3840334148,54.625550661,5,38,19.315245478,36,70.930587021,35522,0.071,0.647,0.545,2.72
"Rabun County, Georgia","5",0.423,8146,54,"Georgia","no",0.57378762541806,"Trump",0.0801,0.0033,0.0113,0.019,0,0.877,20.5894707,4.5375319628,4.7143773093,21.339974129,23.1,125.9678014,4.3081490779,25.154939847,3.5234899329,46,22.005547617,20.9,78.728468161,46639,0.242,0.848,0.737,2.43
"Randolph County, Georgia","3",0.4,3273,36,"Georgia","no",-0.0914415880247315,"Biden",0.0141,0,0,0.624,0,0.3465,31.233113305,5.7183998674,5.3578744871,26.462819129,23.5,253.48542459,3.4839237771,75.098591549,4.8278591215,29,16.351295763,37.5,75.747509533,33505,0.103,0.745,0.709,2.66
"Richmond County, Georgia","5",0.361,82406,586,"Georgia","yes",-0.371674194623545,"Biden",0.0492,0.0024,0.0178,0.5558,0.0021,0.3453,24.531217587,4.9477229831,4.6210428872,21.480454305,28.6,428.73782558,5.1480177281,49.005584192,4.5166598108,39,15.995987139,34.4,74.103561692,44810,0.214,0.841,0.758,2.69
"Rockdale County, Georgia","3",0.446,46110,199,"Georgia","yes",-0.407846735748976,"Biden",0.1022,9e-04,0.0198,0.5377,0.002,0.3172,20.647833092,4.1195846137,4.2938593268,17.341954472,32.9,300.47839323,4.0254619834,38.137035378,3.7764519229,47,16.319225928,18.8,77.316196099,60281,0.263,0.888,0.817,2.86
"Schley County, Georgia","5",0.285,1830,6,"Georgia","no",0.588131868131868,"Trump",0.0651,0,0,0.2513,0,0.6799,21.8676921,4.6661692941,4.9492381048,21.79171502,22.5,155.0838422,5.4875749251,30.354267311,3.8636363636,43,15.813953488,23.3,81.084820513,51129,0.133,0.876,0.725,2.8
"Screven County, Georgia","3",0.41,6805,42,"Georgia","no",0.189225894069715,"Trump",0.0217,0.0017,0.0074,0.4163,0,0.5446,24.028973092,4.8466032662,4.8683451205,23.620547836,36.3,341.75334324,5.2252410698,43.875127248,5.4048742138,32,16.003700278,33,75.073531192,42331,0.154,0.835,0.711,2.66
"Seminole County, Georgia","3",0.408,3874,21,"Georgia","no",0.349022633744856,"Trump",0.0321,0,0.0078,0.3289,0,0.6151,23.031034803,4.7112026151,5.0211832415,22.486048071,23.1,260.62322946,5.3460561543,44.880046811,4.4122489299,33,17.4190461,36.2,74.304827153,38618,0.162,0.86,0.627,2.44
"Spalding County, Georgia","5",0.352,27105,235,"Georgia","yes",0.207738903048558,"Trump",0.0456,0.004,0.0098,0.3409,0,0.5852,23.346670596,4.9047104076,4.801048007,22.161447981,35.9,584.59422283,4.1213216553,40.303693218,3.9930252833,45,17.297164182,29,74.652252957,49237,0.178,0.819,0.695,2.63
"Stephens County, Georgia","5",0.361,10800,82,"Georgia","no",0.587379049221708,"Trump",0.0348,0.0017,0.0067,0.119,1e-04,0.8235,20.217828063,4.5852995557,4.8180176666,21.010821585,30.1,275.95655152,4.8752620009,22.434450425,3.8558727188,49,16.697384807,23.2,73.020052375,45416,0.21,0.821,0.692,2.62
"Stewart County, Georgia","3",0.278,2086,26,"Georgia","no",-0.191457286432161,"Biden",0.1875,0.0014,0.0323,0.5242,0,0.2338,34.30301521,5.6770534029,4.8346076526,25.080929485,36.9,22.914757104,5.5560983423,56.957087126,4.1736227045,44,18.060836502,36.4,74.123963896,34566,0.122,0.681,0.616,2.26
"Sumter County, Georgia","5",0.441,14965,114,"Georgia","no",-0.0478268027658874,"Biden",0.0569,0,0.0136,0.5212,0,0.3938,25.520517337,4.9547890008,4.896717159,22.398843642,29.5,696.18169849,5.3045192992,44.159253318,4.8005675548,45,17.055043064,38.4,73.359142581,40250,0.183,0.814,0.675,2.43
"Talbot County, Georgia","3",0.428,2979,22,"Georgia","no",-0.204997160704145,"Biden",0.006,3e-04,0.0055,0.5773,0,0.4069,25.966467962,4.9781035287,4.9070508516,23.369230721,29.9,89.781260202,4.7836676218,54.503676471,4.4696700958,42,15.87470701,33.1,75.692458286,41045,0.121,0.823,0.56,2.24
"Taliaferro County, Georgia","3",0.416,742,3,"Georgia","no",-0.216594827586207,"Biden",0.0397,0,0.0074,0.6207,0,0.3277,29.195644189,5.3507534832,5.1329206891,25.608190074,27.3,178.41213202,4.039696439,30.705394191,4.9382716049,36,18.782161235,35.3,76.2923717647341,37046,0.081,0.71,0.491,2.71
"Tattnall County, Georgia","3",0.288,8532,91,"Georgia","no",0.487721441661576,"Trump",0.1148,0.0022,0.0019,0.2917,2e-04,0.5766,26.158240741,5.1733086533,4.9733972442,24.585921044,37,105.20999916,4.9195230202,38.589051658,3.8284518828,36,19.682632971,33.6,75.891607098,41457,0.132,0.758,0.728,2.31
"Taylor County, Georgia","5",0.39,3757,28,"Georgia","no",0.268610098906819,"Trump",0.0262,0,0.0184,0.3796,0,0.5732,27.175238955,5.3482712164,5.2700491564,25.332623116,38.5,174.15325486,4.8301371831,37.975460123,4.0338321405,40,16.40262442,32.1,75.106961594,28234,0.126,0.785,0.614,2.3
"Telfair County, Georgia","3",0.239,4501,63,"Georgia","no",0.308491001384402,"Trump",0.1141,3e-04,2e-04,0.385,0,0.4894,30.463208714,5.3673674186,5.0743230447,25.62740207,36.8,191.80642306,4.839883919,37.46257485,9.520331142,39,16.483068135,34,79.40731571,36264,0.086,0.703,0.348,2.74
"Terrell County, Georgia","5",0.495,4919,54,"Georgia","yes",-0.0842391304347825,"Biden",0.0282,0,0.031,0.5811,0,0.3561,28.107518128,5.2822842889,5.1147638273,24.441283279,33.1,377.7987666,5.7839497558,51.233958539,5.0427350427,40,16.595419847,39.8,74.214835749,37122,0.112,0.775,0.721,2.47
"Thomas County, Georgia","5",0.433,22239,150,"Georgia","no",0.194815288953914,"Trump",0.0371,0.0013,0.0013,0.3624,5e-04,0.5761,22.093634811,4.5873187486,4.5300440277,21.441241335,30,264.48665545,5.0027779207,37.510608204,4.0255009107,49,17.047846219,25,75.267978393,47978,0.247,0.849,0.79,2.49
"Tift County, Georgia","3",0.358,17012,150,"Georgia","no",0.335770010442902,"Trump",0.1178,0.0026,0.0135,0.295,0,0.5585,23.485545351,4.9076201195,4.7748010574,21.579569036,33.7,564.85355649,4.8207236842,40.185240514,3.3567920612,50,19.73099666,31,74.967784288,47764,0.181,0.819,0.647,2.54
"Toombs County, Georgia","3",0.35,11312,140,"Georgia","no",0.452171522814733,"Trump",0.1169,1e-04,0.0091,0.2555,0,0.6024,25.518733689,5.0619233067,4.9753673119,23.563143313,35.7,424.61165177,5.8763377708,36.420964126,4.9420849421,36,18.695612763,29.7,74.544067686,41442,0.162,0.801,0.712,2.65
"Towns County, Georgia","5",0.464,6168,69,"Georgia","no",0.60584033086853,"Trump",0.0274,0.0035,0.0052,0.0127,0,0.9409,17.502413238,4.0584704244,4.5266170497,19.261716275,25.4,320.25259359,4.0814466752,27.171646977,4.8291805805,49,17.722280728,19.2,77.986097469,49023,0.301,0.899,0.768,2.2
"Treutlen County, Georgia","3",0.28,2400,37,"Georgia","no",0.373415664608385,"Trump",0.0132,0,0,0.2637,0,0.7205,24.158100007,4.981387787,4.869485232,23.981128554,30.2,122.16641781,5.566249272,30.034129693,5.2611657835,41,17.427466151,47.8,75.677810906,37478,0.124,0.737,0.639,2.53
"Troup County, Georgia","3",0.316,26196,268,"Georgia","no",0.218491030718541,"Trump",0.0368,0.0019,0.0217,0.3611,0,0.5628,21.98647934,4.5029885173,4.7595618591,21.700860365,31.3,332.15234721,5.9088142121,36.813346509,3.1819644006,42,14.270687237,27.3,75.731863485,47296,0.19,0.834,0.731,2.74
"Turner County, Georgia","3",0.446,4149,45,"Georgia","no",0.247955684515959,"Trump",0.0477,0,0.0077,0.4029,0,0.5375,25.880324173,5.067108571,4.9642920694,23.878155602,40,1306.9770466,7.9224748416,46.169772257,3.8228735266,49,17.737054472,43,72.825085612,35400,0.117,0.812,0.629,2.39
"Twiggs County, Georgia","3",0.463,4471,51,"Georgia","yes",0.0733573357335734,"Trump",0.0072,0,0.0021,0.4285,0,0.5505,27.304805838,5.2677021432,5.2292342017,25.522816882,30.3,222.03552568,5.9121880263,43.018159048,5.4204308548,40,17.613910803,30.4,72.354503183,44079,0.118,0.742,0.598,2.68
"Union County, Georgia","3",0.426,11679,96,"Georgia","no",0.633114796246304,"Trump",0.0331,0.0055,0.0031,0.0074,0,0.9386,17.19403812,4.0171271204,4.5358787355,18.949151133,27.1,165.39786116,4.6009745272,22.979397781,3.1243916683,50,18.829612814,19.4,79.694325856,57049,0.225,0.89,0.753,2.33
"Upson County, Georgia","5",0.391,11971,139,"Georgia","no",0.34118558698179,"Trump",0.0231,0.0064,0.0045,0.2714,0.0076,0.6721,23.617947115,4.9127447316,5.0091498161,23.618760019,32.8,381.16549409,4.8597754967,34.673449294,3.5689045936,43,14.557595993,28.6,72.750472614,40926,0.134,0.823,0.691,2.53
"Walker County, Georgia","3",0.286,23312,102,"Georgia","yes",0.592866389589153,"Trump",0.0222,0.0016,0.0076,0.0411,1e-04,0.9088,20.569156404,4.5681106904,4.8348571558,22.910302473,35.5,555.5718863,4.5328125777,30.608730211,3.5589004401,47,14.753684362,20.1,75.448400928,47548,0.166,0.82,0.775,2.6
"Walton County, Georgia","3",0.362,38946,289,"Georgia","yes",0.492357074354608,"Trump",0.0439,0.0012,0.0136,0.1763,3e-04,0.7464,18.316535952,3.9761933759,4.4361141092,19.931783766,32.5,302.26098044,4.2948187879,27.102190739,3.0644845798,49,15.36414227,16.7,76.852982502,67007,0.217,0.869,0.822,2.86
"Ware County, Georgia","3",0.336,14233,213,"Georgia","no",0.404115864402002,"Trump",0.041,0.0056,0.0105,0.2984,6e-04,0.6335,23.881444844,4.9212272582,4.9286767001,23.186873048,37.1,500.01412469,5.1812662071,39.785586659,3.6579877853,43,15.645457889,41.9,73.704495416,37642,0.152,0.814,0.674,2.39
"Warren County, Georgia","5",0.419,2541,21,"Georgia","no",-0.113962264150943,"Biden",0.0047,0,0.006,0.6111,0,0.3749,28.267419951,5.3097371866,5.0736769948,24.640242909,21.8,277.77777778,5.2572263465,58.529945554,4.5373980858,48,14.974874372,40.3,75.733672579,37313,0.123,0.732,0.465,2.32
"Washington County, Georgia","3",0.387,9294,100,"Georgia","no",-0.0079138968027857,"Biden",0.0248,5e-04,0.0067,0.5263,0,0.4253,26.005802626,4.9819185377,5.0203072923,23.522154508,36.8,264.31718062,5.212164871,49.163802978,4.1494367603,44,15.0016728,29.2,76.542300225,41674,0.123,0.813,0.631,2.46
"Wayne County, Georgia","5",0.311,11362,123,"Georgia","no",0.571171453165349,"Trump",0.0626,7e-04,0.0061,0.2024,0,0.7117,23.568395122,4.9164110517,4.9014112387,23.443649424,29.8,591.02051781,4.3428543043,28.375068046,3.9989476454,43,17.457362999,26.6,73.575480621,47382,0.13,0.834,0.737,2.66
"Webster County, Georgia","3",0.391,1169,4,"Georgia","no",0.0776419841840402,"Trump",0.0874,0.0034,0,0.372,0,0.5184,26.121428024,5.1033518854,4.9881564122,24.33218782,20.1,131.2335958,6.7471389646,38.072669826,4.9652432969,48,15.770791075,28.4,80.262534661,41547,0.147,0.793,0.637,2.29
"Wheeler County, Georgia","3",0.215,2037,29,"Georgia","no",0.391247264770241,"Trump",0.0014,0,0,0.4339,0,0.5618,28.379802425,5.3955081922,4.8396212286,26.530755915,34.5,50.466818067,5.4726666096,37.12797619,7.4534161491,36,16.361038342,33.6,79.290860613,35927,0.136,0.808,0.399,4.14
"White County, Georgia","5",0.323,11414,108,"Georgia","no",0.662189524838013,"Trump",0.0325,0.0043,0.0058,0.0146,0,0.923,17.638863405,4.1786995673,4.5745948991,20.017551465,22.7,173.3132903,3.555682816,24.056522488,2.6435509652,49,17.866226407,17.6,79.410090434,54786,0.227,0.852,0.746,2.49
"Whitfield County, Georgia","5",0.381,45723,284,"Georgia","yes",0.407006473372137,"Trump",0.3511,0.0025,0.0144,0.0376,0,0.5843,26.451513412,4.7056618446,4.7080233001,20.50371977,33.3,263.3816444,3.9088274045,26.858943819,4.4233771004,49,22.138456458,17.6,78.119147358,53115,0.157,0.695,0.802,2.88
"Wilcox County, Georgia","3",0.316,3221,50,"Georgia","no",0.469960353766392,"Trump",0.0466,0.0039,0,0.3548,0,0.5851,24.886554583,4.847473827,4.6941133064,24.100582397,40.6,257.63930497,5.4489913545,39.627179796,4.452690167,37,17.057609308,38.9,77.247019206,38261,0.122,0.821,0.55,2.61
"Wilkes County, Georgia","5",0.413,4561,33,"Georgia","no",0.131809145129225,"Trump",0.0506,0,0.0039,0.4259,0,0.5093,25.915559297,5.0043323552,4.9232682007,23.67061375,29.5,308.07147258,5.0226173198,39.55365622,4.5252419566,43,19.610494996,31.2,75.507877581,39716,0.138,0.837,0.477,2.45
"Wilkinson County, Georgia","3",0.446,4664,31,"Georgia","no",0.123899371069182,"Trump",0.0287,0.0012,0,0.3895,6e-04,0.567,24.751724691,4.9178635448,4.8891202724,24.09152119,29.5,179.28031758,5.1986585755,40.144927536,3.8140944683,42,14.921392476,29.4,75.010616534,43902,0.109,0.844,0.589,2.8
"Worth County, Georgia","3",0.369,8576,78,"Georgia","yes",0.477652127086699,"Trump",0.022,0.0038,0.0079,0.2801,3e-04,0.673,22.594239243,4.7349022184,4.7955373522,23.166143641,33.7,419.12152129,4.3371431374,43.389607542,3.8777115882,40,18.404491609,31.5,74.627370344,43142,0.11,0.829,0.699,2.54
